lot_name,product_id,rev,plan_id,machine,stage_no,lane_no,mjs_id,report_date,output_qty
NAD_H_T_EBR37416101,33200,106,0,NPM,1,1,6-TN1R23NC.BCB091-NAD-H-6-1-R-20260113-EX-I-MOUNT,2026-01-16 00:07:34,3
